total_deaths,years,mmt_abs_degC,dispersion_phi,cumRR_anom+9C,cumRR_anom+9C_lo,cumRR_anom+9C_hi,sameday_RR_anom+9C,sameday_RR_anom+9C_lo,sameday_RR_anom+9C_hi,net_heat_attributable_deaths,net_heat_attributable_lo,net_heat_attributable_hi,net_heat_attributable_per_year,net_heat_attributable_fraction_pct,net_cumRR_anom+3C,net_cumRR_anom+6C,net_cumRR_anom+9C,net_cumRR_anom+12C,warming+1C_extra_deaths_per_year,warming+2C_extra_deaths_per_year,warming+3C_extra_deaths_per_year,sameday_RR_+9C_ctrl,sameday_RR_+9C_ctrl_lo,sameday_RR_+9C_ctrl_hi
270497,7,-13.23,1.23,1.074,1.015,1.137,1.165,1.134,1.196,3590.8,2871.8,4308.1,513.0,1.327,1.015 (1.006-1.024),1.040 (1.015-1.066),1.074 (1.015-1.137),1.116 (1.008-1.236),339 (250-428),662 (459-864),984 (644-1357),1.073,1.024,1.124
