tmean,rr,lo,hi
-16.366642136050967,0.9359545222492892,0.9200082194179603,0.9521772188873487
-16.124606259069644,0.9407264608619648,0.9259624834520936,0.9557258420088712
-15.882570382088318,0.9455235999767193,0.9319497603130579,0.9592951424898913
-15.640534505106993,0.9503460928865896,0.9379700947281688,0.962885385515994
-15.39849862812567,0.9551940939803294,0.9440235294441449,0.9664968390270255
-15.156462751144346,0.9600677587511488,0.9501101052046248,0.9701297737433721
-14.914426874163022,0.9649672438055268,0.9562298607280594,0.9737844631924191
-14.672390997181697,0.9698927068721024,0.962382832686012,0.9774611837351892
-14.430355120200373,0.9748443068106424,0.9685690556818909,0.9811602145931428
-14.188319243219048,0.9798222036210869,0.9747885622301453,0.9848818378751316
-13.946283366237726,0.9848265584526742,0.9810413827359559,0.9886263386044943
-13.7042474892564,0.9898575336131451,0.9873275454754511,0.9923940047462808
-13.462211612275077,0.9949152925780271,0.9936470765764835,0.9961851272345885
-13.220175735293752,1.0,1.0,1.0
-12.978139858312428,1.0051118217183435,1.0038389199971018,1.0063863375220437
-12.736103981331103,1.0102509247684672,1.0077021872320706,1.0128061087164244
-12.494068104349779,1.0154174773915239,1.0115901047903046,1.0192593309380975
-12.252032227368456,1.020611649044107,1.0155029788640837,1.0257460193072927
-12.00999635038713,1.025833610408034,1.0194411187802357,1.0322661866944345
-11.767960473405807,1.0310835334002133,1.0234048370277855,1.0388198437059024
-11.525924596424483,1.0363615911826012,1.027394449285565,1.0454069986706744
-11.283888719443159,1.0416679581722428,1.0314102744497549,1.0520276576279042
-11.041852842461834,1.047002810051404,1.035452634661335,1.0586818243154836
-10.79981696548051,1.0523663237777905,1.039521855333411,1.0653695001596437
-10.557781088499187,1.0577586775948582,1.0436182651783845,1.0720906842656484
-10.31574521151786,1.063180051042214,1.0477421962349407,1.0788453734096437
-10.073709334536538,1.0686306249661082,1.0518939838948087,1.085633562031717
-9.831673457555214,1.0741105815300194,1.0560739669292643,1.092455242230237
-9.58963758057389,1.0796201042253335,1.0602824875153303,1.0993104037575339
-9.347601703592565,1.085159377882117,1.0645198912616363,1.106199034016999
-9.10556582661124,1.0907285886799836,1.0687865272338868,1.1131211180616654
-8.863529949629918,1.096327924159061,1.0730827479798954,1.1200766385943561
-8.621494072648591,1.101957573231051,1.0774089095541288,1.1270655759694739
-8.379458195667269,1.1076177261903897,1.0817653715417102,1.1340879081965196
-8.137422318685944,1.113308574725506,1.0861524970818197,1.1411436109454247
-7.89538644170462,1.119030311930181,1.090570652890436,1.1482326575537911
-7.653350564723295,1.1247831323150068,1.095020209282347,1.1553550190361348
-7.411314687741971,1.1305672318189484,1.0995015401923656,1.1625106640952345
-7.169278810760646,1.1363828078210085,1.104015023195674,1.1696995591356907
-6.927242933779322,1.1422300591519956,1.1085610395272187,1.1769216682798072
-6.685207056797999,1.1481091861063968,1.1131399741000714,1.1841769533859097
-6.443171179816675,1.1540203904543587,1.1177522155226713,1.19146537406923
-6.20113530283535,1.1599638754537709,1.1223981561148502,1.1987868877254733
-5.959099425854026,1.1659398458624624,1.1270781919225425,1.206141449557217
-5.7170635488727015,1.1719485079505043,1.1317927227310762,1.2135290126032734
-5.475027671891377,1.1779900695126222,1.1365421520769274,1.2209495277711686
-5.232991794910053,1.1840647398807211,1.1413268872578253,1.2284029438728947
-4.99095591792873,1.1901727299365232,1.1461473393410737,1.2358892076641002
-4.7489200409474055,1.1963142521243157,1.1510039231699611,1.2434082638868902
-4.506884163966081,1.202489520463817,1.15589705736811,1.2509600553164222
-4.264848286984757,1.2086987505631563,1.1608271643416206,1.258544522811486
-4.022812410003432,1.2149421596319703,1.1657946702788389,1.2661616053692721
-3.7807765330221077,1.2212199664946175,1.1708000051475875,1.27381124018454
-3.5387406560407833,1.2275323916035117,1.1758436026896688,1.2814933627134124
-3.2967047790594606,1.2338796570525763,1.1809259004124524,1.289207906742029
-3.054668902078136,1.2402619865908189,1.1860473395773414,1.2969548044603123
-2.8126330250968117,1.2466796056360285,1.1912083651848981,1.3047339865411043
-2.5705971481154872,1.253132741288597,1.196409425956396,1.3125453822249524
-2.328561271134163,1.2596216223454655,1.20165097431156,1.3203889194108387
-2.0865253941528383,1.2661464793141959,1.206933466342224,1.3282645247531562
-1.8444895171715139,1.2727075444271716,1.212257361781636,1.3361721237652613
-1.6024536401901912,1.279305051655925,1.217623123969113,1.3441116409299436
-1.3604177632088668,1.2859392367255955,1.2230312198097355,1.3520829998171762
-1.1183818862275423,1.2926103371295201,1.228482119728744,1.3600861232095287
-0.8763460092462179,1.299318592143954,1.2339762976202926,1.3681209332356499
-0.6343101322648934,1.3060642428429263,1.239514230790177,1.3761873515122414
-0.39227425528356896,1.3128475321132325,1.2450963998921443,1.3842852992949848
-0.1502383783022445,1.3196687046695583,1.2507232888573565,1.3924146976388867
0.09179749867907816,1.326528007069748,1.2563953848165632,1.4005754675685589
0.3338333756604044,1.3334256877302073,1.2621131780145003,1.4087675302589613
0.5758692526417271,1.3403619969414466,1.2678771617160092,1.4169908072271713
0.8179051296230533,1.3473371868837698,1.2736878321033391,1.4252452205357855
1.059941006604376,1.3543515116431022,1.2795456881640537,1.4335306930085796
1.3019768835856986,1.361405227226966,1.2854512315689377,1.4418471484590971
1.5440127605670249,1.3684985915806023,1.2914049665392533,1.4501945119328816
