year,deaths,heat_an,heat_af_pct
2016,36667,508.42234082001204,1.3865937786565905
2017,37192,563.5716976164547,1.515303553496598
2018,36542,454.5382748155842,1.243879029105096
2019,36106,414.67051629744213,1.1484809070443753
2020,38708,518.6012854604852,1.3397780444881813
2021,42927,572.2834073074242,1.3331549078841387
2022,42355,558.7301261874688,1.3191597832309498
